Contigs/genes number,CA_2to10DPI_align_un.txt,CA_2to10DPI_align_mult.txt,CA_11to28DPI_align_un.txt,CA_11to28DPI_align_mult.txt,CA_root_align_un.txt,CA_root_align_mult.txt
CONTIG697,0,0,5,5,2,2
CONTIG698,4,4,3,3,2,2
CONTIG699,0,0,0,0,2,2
CONTIG700,0,0,0,0,0,0
CONTIG701,2,2,2,2,0,0
CONTIG702,1,1,0,0,0,0
CONTIG703,3,3,5,5,2,2
CONTIG704,11,13,53,65,20,22
CONTIG705,21,23,8,10,12,12
CONTIG706,0,0,0,0,0,0
CONTIG707,2,2,2,2,3,3
CONTIG708,0,0,0,0,0,0
CONTIG709,14,14,4,4,2,2
CONTIG710,0,0,0,0,0,0
CONTIG711,0,0,11,11,0,0
CONTIG712,0,0,0,0,0,0
CONTIG713,0,0,0,0,0,0
CONTIG714,0,0,2,2,1,1
CONTIG715,3,3,3,3,4,4
CONTIG716,1,1,4,4,3,3
CONTIG717,0,0,1,1,0,0
CONTIG718,59,59,11,11,46,46
CONTIG719,0,0,1,1,0,0
CONTIG720,17,17,21,21,15,17
CONTIG721,0,0,1,1,1,1
CONTIG722,4,4,2,2,3,3
CONTIG723,2,4,2,2,1,3
CONTIG724,0,0,0,0,0,0
CONTIG725,3,3,4,4,4,4
CONTIG726,0,0,0,0,0,0
CONTIG727,2,2,2,2,0,0
CONTIG728,2,4,3,3,1,1
CONTIG729,17,17,22,22,14,14
CONTIG730,31,37,32,34,34,38
CONTIG731,1,1,1,1,0,0
CONTIG732,6,6,29,33,4,6
CONTIG733,34,38,40,40,30,30
CONTIG734,2,2,5,5,8,8
CONTIG735,0,0,1,1,0,0
CONTIG736,0,0,0,0,0,0
CONTIG737,4,4,6,6,3,3
CONTIG738,3,3,14,14,7,7
CONTIG739,16,16,40,40,12,13
CONTIG740,0,0,3,3,0,0
CONTIG741,2,2,2,2,0,0
CONTIG742,0,0,1,1,1,1
CONTIG743,0,0,0,0,0,0
CONTIG744,0,0,2,2,0,0
CONTIG745,0,0,0,0,0,0
CONTIG746,51,51,45,45,24,24
CONTIG747,0,0,0,0,0,0
CONTIG748,4,6,13,13,4,4
CONTIG749,0,0,0,0,0,0
CONTIG750,0,0,0,0,0,0
CONTIG751,12,14,24,24,6,6
CONTIG752,3,3,53,55,26,26
CONTIG753,2,2,0,0,4,4
CONTIG754,6,6,2,2,7,7
CONTIG755,1,1,3,3,0,0
CONTIG756,2,2,1,1,0,0
CONTIG757,0,0,0,0,0,0
CONTIG758,1,1,0,0,1,1
CONTIG759,27,27,25,25,32,34
CONTIG760,0,0,6,10,0,2
CONTIG761,23,23,41,41,11,11
CONTIG762,11,11,20,20,3,3
CONTIG763,0,0,0,0,0,0
CONTIG764,0,0,3,3,0,0
CONTIG765,0,0,1,1,0,0
CONTIG766,5,5,3,3,3,3
CONTIG767,33,35,16,16,7,7
CONTIG768,2,2,0,0,1,1
CONTIG769,2,2,6,6,3,3
CONTIG770,1,1,0,0,0,0
CONTIG771,2,2,3,3,0,0
CONTIG772,0,0,0,0,0,0
CONTIG773,0,0,1,1,7,7
CONTIG774,0,0,0,0,3,3
CONTIG775,1,1,5,5,2,2
CONTIG776,9,9,111,121,32,32
CONTIG777,1,1,2,2,1,1
CONTIG778,0,0,0,0,0,0
CONTIG779,0,0,0,0,0,0
CONTIG780,87,87,80,84,131,135
CONTIG781,62,70,97,113,53,67
CONTIG782,0,0,1,1,0,0
CONTIG783,0,0,0,0,0,0
CONTIG784,0,0,0,0,0,0
CONTIG785,1,1,6,6,1,1
CONTIG786,0,0,0,0,0,0
CONTIG787,0,0,3,3,0,0
CONTIG788,8,8,13,17,2,2
CONTIG789,0,0,0,0,0,0
CONTIG790,5,5,5,9,3,5
CONTIG791,2,2,1,1,0,0
CONTIG792,1,3,1,1,6,6
CONTIG793,1,1,0,0,0,0
CONTIG794,0,0,25,25,0,0
CONTIG795,0,0,0,0,0,0
CONTIG796,0,0,2,2,1,1
CONTIG797,0,0,0,0,1,1
CONTIG798,0,0,0,0,0,0
CONTIG799,24,24,22,22,22,22
CONTIG800,0,0,0,0,0,0
CONTIG801,0,0,0,0,0,0
CONTIG802,1,1,4,4,1,1
CONTIG803,5,11,4,6,4,4
CONTIG804,1,1,9,9,1,1
CONTIG805,1,1,2,4,1,1
CONTIG806,0,0,0,0,0,0
CONTIG807,0,0,0,0,0,0
CONTIG808,1,1,0,0,0,0
CONTIG809,0,0,0,0,0,0
CONTIG810,0,0,0,0,1,1
CONTIG811,0,0,0,0,0,0
CONTIG812,1,1,0,0,0,0
CONTIG813,0,0,0,0,0,0
CONTIG814,0,0,1,1,0,0
CONTIG815,0,0,2,2,0,0
CONTIG816,0,0,10,10,2,2
CONTIG817,0,0,0,0,0,0
CONTIG818,4,4,1,1,1,1
CONTIG819,0,0,0,0,0,0
CONTIG820,4,4,0,0,1,1
CONTIG821,0,0,0,0,0,0
CONTIG822,0,0,2,2,14,14
CONTIG823,3,3,12,12,1,3
CONTIG824,1,1,5,5,1,1
CONTIG825,0,0,0,0,0,0
CONTIG826,10,10,5,5,3,3
CONTIG827,0,0,3,3,0,0
CONTIG828,20,22,10,12,27,33
CONTIG829,0,0,0,0,0,0
CONTIG830,0,0,0,0,0,0
CONTIG831,43,45,30,36,50,54
CONTIG832,0,0,0,0,0,0
CONTIG833,0,0,0,0,0,0
CONTIG834,0,0,0,0,0,0
CONTIG835,3,3,4,4,6,6
CONTIG836,0,0,1,1,0,0
CONTIG837,2,2,2,2,1,1
CONTIG838,0,0,0,0,0,0
CONTIG839,0,0,0,0,0,0
CONTIG840,2,2,0,0,0,0
CONTIG841,3,3,4,4,3,3
CONTIG842,0,0,1,3,1,1
CONTIG843,0,0,0,0,0,0
CONTIG844,17,17,26,26,16,16
CONTIG845,4,4,1,1,1,1
CONTIG846,0,0,0,0,0,0
CONTIG847,0,0,0,0,4,4
CONTIG848,0,0,0,0,0,0
CONTIG849,2,2,0,0,0,0
CONTIG850,21,21,18,18,18,18
CONTIG851,0,0,0,0,0,0
CONTIG852,0,0,0,0,0,0
CONTIG853,0,0,0,0,0,0
CONTIG854,4,6,3,3,2,2
CONTIG855,0,0,1,1,4,4
CONTIG856,27,27,24,24,44,44
CONTIG857,0,0,1,1,0,0
CONTIG858,1,1,1,1,0,0
CONTIG859,3,3,10,16,3,3
CONTIG860,3,3,1,1,2,2
CONTIG861,0,0,4,4,0,0
CONTIG862,0,0,0,0,0,0
CONTIG863,0,0,0,0,0,0
CONTIG864,0,0,0,0,0,0
CONTIG865,0,0,8,8,1,2
CONTIG866,0,0,3,3,3,3
CONTIG867,2,2,4,4,3,3
CONTIG868,3,3,7,9,3,3
CONTIG869,3,3,5,5,6,6
CONTIG870,0,0,6,6,0,0
CONTIG871,6,6,1,1,1,1
CONTIG872,0,0,0,0,0,0
CONTIG873,1,1,3,3,0,0
CONTIG874,0,0,0,0,0,0
CONTIG875,0,0,0,0,0,0
CONTIG876,3,3,0,0,3,3
CONTIG877,1,1,9,9,0,0
CONTIG878,0,0,2,2,2,2
CONTIG879,16,16,9,9,19,19
CONTIG880,4,4,5,5,0,0
CONTIG881,0,0,0,0,0,0
CONTIG882,0,0,0,0,0,0
CONTIG883,1,1,0,0,0,0
CONTIG884,13,13,3,3,3,3
CONTIG885,0,0,0,0,0,0
CONTIG886,9,9,2,2,1,1
CONTIG887,5,5,5,5,8,8
CONTIG888,1,1,0,2,3,3
CONTIG889,0,0,0,0,0,0
CONTIG890,1,1,3,3,2,2
CONTIG891,0,0,0,0,0,0
CONTIG892,0,0,553,559,2,2
CONTIG893,1,1,2,2,0,0
CONTIG894,1,1,1,1,1,1
CONTIG895,1,1,1,1,3,3
CONTIG896,0,0,3,3,4,4
CONTIG897,1,1,0,0,0,0
CONTIG898,0,0,0,2,0,0
CONTIG899,0,0,2,2,0,0
CONTIG900,0,0,0,0,0,0
CONTIG901,0,0,0,0,0,0
CONTIG902,8,10,15,17,4,4
CONTIG903,0,0,0,0,0,0
CONTIG904,0,0,38,42,0,0
CONTIG905,11,11,33,33,7,7
CONTIG906,0,0,0,0,0,0
CONTIG907,0,0,1,1,0,0
CONTIG908,0,0,0,0,0,0
CONTIG909,0,0,0,0,0,0
CONTIG910,6,6,14,16,4,4
CONTIG911,0,0,0,0,0,0
CONTIG912,5,5,4,4,3,3
CONTIG913,0,0,1,1,2,2
CONTIG914,3,3,7,7,2,2
CONTIG915,4,4,5,5,3,3
CONTIG916,1,1,2,2,1,1
CONTIG917,3,3,5,5,3,3
CONTIG918,0,0,1,1,0,0
CONTIG919,0,0,1,1,2,2
CONTIG920,0,0,2,2,0,0
CONTIG921,12,16,17,17,11,11
CONTIG922,1,1,5,5,1,1
CONTIG923,0,0,1,1,1,3
CONTIG924,0,0,0,0,0,0
CONTIG925,0,0,0,0,0,0
CONTIG926,0,0,0,0,0,0
CONTIG927,0,0,0,0,0,0
CONTIG928,0,0,0,0,1,1
CONTIG929,0,0,1,1,0,0
CONTIG930,0,0,0,0,0,0
CONTIG931,0,0,0,0,0,0
CONTIG932,2,2,4,4,3,3
CONTIG933,0,0,0,0,0,0
CONTIG934,0,0,0,0,0,0
CONTIG935,0,0,0,0,0,0
CONTIG936,0,0,0,0,1,1
CONTIG937,0,0,4,4,0,0
CONTIG938,0,0,0,0,0,0
CONTIG939,4,4,9,11,3,3
CONTIG940,7,7,3,3,3,3
CONTIG941,4,4,6,6,7,7
CONTIG942,37,39,21,21,48,48
CONTIG943,0,0,3,3,1,1
CONTIG944,1,1,0,0,6,6
CONTIG945,1,1,2,2,2,2
CONTIG946,0,0,0,0,0,0
CONTIG947,1,1,0,0,0,0
CONTIG948,0,0,0,0,3,3
CONTIG949,2,2,3,3,4,6
CONTIG950,3,3,14,16,2,2
CONTIG951,1,1,0,0,1,1
CONTIG952,10,10,3,3,5,5
CONTIG953,0,0,0,0,0,0
CONTIG954,3,3,4,4,1,1
CONTIG955,2,2,5,5,3,3
CONTIG956,0,0,0,0,4,4
CONTIG957,1,3,2,2,2,2
CONTIG958,3,3,1,1,1,1
CONTIG959,0,0,0,0,0,0
CONTIG960,0,0,1,1,5,5
CONTIG961,5,5,18,20,4,4
CONTIG962,0,0,0,0,0,0
CONTIG963,0,0,0,0,0,0
CONTIG964,4,6,1,1,5,5
CONTIG965,0,0,0,0,0,0
CONTIG966,1,1,1,1,3,3
CONTIG967,4,4,11,11,2,2
CONTIG968,1,3,7,7,1,1
CONTIG969,0,0,1,1,0,0
CONTIG970,2,2,0,0,0,0
CONTIG971,0,4,13,13,11,11
CONTIG972,13,15,13,17,10,10
CONTIG973,2,2,8,10,14,16
CONTIG974,0,0,0,0,0,0
CONTIG975,0,0,0,0,0,0
CONTIG976,0,0,0,0,0,0
CONTIG977,0,0,0,0,1,1
CONTIG978,2,2,2,2,0,2
CONTIG979,1,1,8,8,0,0
CONTIG980,3,3,8,10,1,1
CONTIG981,1,3,1,1,3,3
CONTIG982,0,0,3,3,0,0
CONTIG983,0,0,1,1,0,0
CONTIG984,0,0,1,1,0,0
CONTIG985,0,0,0,0,0,0
CONTIG986,1,1,1,1,0,0
CONTIG987,1,3,2,2,0,0
CONTIG988,3,3,6,6,2,2
CONTIG989,0,0,0,0,0,0
CONTIG990,0,0,0,0,0,0
CONTIG991,1,1,8,8,1,1
CONTIG992,0,0,0,0,1,1
CONTIG993,7,7,1,1,1,1
CONTIG994,0,0,5,5,1,1
CONTIG995,5,5,5,5,1,1
CONTIG996,0,0,1,1,0,0
CONTIG997,0,0,3,3,2,2
CONTIG998,0,0,6,6,2,2
CONTIG999,35,35,36,38,11,11
CONTIG1000,0,0,1,1,1,1
CONTIG1001,0,0,1,1,0,0
CONTIG1002,1,1,1,1,2,2
CONTIG1003,0,0,1,1,0,0
CONTIG1004,2,2,4,4,2,2
CONTIG1005,5,5,10,14,4,4
CONTIG1006,0,0,4,4,0,0
CONTIG1007,0,0,0,0,0,0
CONTIG1008,0,0,0,0,0,0
CONTIG1009,1,1,0,0,0,0
CONTIG1010,1,1,1,1,1,1
CONTIG1011,0,0,0,0,0,0
CONTIG1012,0,0,0,0,0,0
CONTIG1013,0,0,3,3,1,1
CONTIG1014,0,0,1,1,0,0
CONTIG1015,0,0,2,2,0,0
CONTIG1016,16,18,13,15,7,7
CONTIG1017,1,1,1,1,1,1
CONTIG1018,14,14,25,25,9,9
CONTIG1019,4,4,5,5,1,1
CONTIG1020,0,0,4,4,1,1
CONTIG1021,2,2,5,5,3,3
CONTIG1022,1,1,0,0,1,1
CONTIG1023,3,3,7,7,7,9
CONTIG1024,0,0,0,0,0,0
CONTIG1025,5,5,0,0,0,0
CONTIG1026,0,0,0,0,0,0
CONTIG1027,1,1,1,1,0,0
CONTIG1028,0,0,0,0,0,0
CONTIG1029,1,1,4,4,2,2
CONTIG1030,0,0,0,0,0,0
CONTIG1031,0,0,0,0,0,0
CONTIG1032,2,2,1,1,2,2
CONTIG1033,2,2,3,3,0,0
CONTIG1034,0,0,4,4,1,1
CONTIG1035,0,0,0,0,0,0
CONTIG1036,2,2,1,1,1,1
CONTIG1037,0,0,0,0,0,0
CONTIG1038,0,0,0,0,0,0
CONTIG1039,0,0,5,5,0,0
CONTIG1040,0,0,0,0,0,0
CONTIG1041,0,0,1,1,2,2
CONTIG1042,0,0,69,73,1,1
CONTIG1043,0,0,3,3,1,1
CONTIG1044,4,4,1,1,1,3
CONTIG1045,2,2,0,0,1,1
CONTIG1046,1,1,4,4,3,3
CONTIG1047,13,13,12,12,9,13
CONTIG1048,0,0,0,0,0,0
CONTIG1049,4,4,0,0,1,1
CONTIG1050,0,0,0,0,0,0
CONTIG1051,0,0,0,0,1,1
CONTIG1052,0,0,0,0,1,1
CONTIG1053,1,1,0,0,0,0
CONTIG1054,0,0,0,0,1,1
CONTIG1055,2,2,0,0,0,0
CONTIG1056,1,1,2,2,2,2
CONTIG1057,7,9,16,16,7,7
CONTIG1058,0,0,1,1,0,0
CONTIG1059,2,2,1,1,2,2
CONTIG1060,2,2,4,4,2,2
CONTIG1061,0,2,8,10,2,2
CONTIG1062,3,3,7,7,3,3
CONTIG1063,0,0,1,1,0,0
CONTIG1064,0,0,0,0,0,0
CONTIG1065,0,0,3,3,0,0
CONTIG1066,0,0,1,1,0,0
CONTIG1067,2,2,6,6,6,6
CONTIG1068,1,3,2,4,1,1
CONTIG1069,23,25,18,18,19,19
CONTIG1070,3,3,8,8,2,2
CONTIG1071,5,5,8,8,13,13
CONTIG1072,0,0,0,0,0,0
CONTIG1073,2,2,2,2,2,2
CONTIG1074,2,2,19,19,6,6
CONTIG1075,3,3,0,0,0,0
CONTIG1076,0,0,1,1,0,0
CONTIG1077,31,31,31,31,31,31
CONTIG1078,0,0,0,0,0,0
CONTIG1079,1,1,0,0,0,0
CONTIG1080,13,13,5,5,5,5
CONTIG1081,0,0,2,2,0,0
CONTIG1082,2,2,10,10,0,0
CONTIG1083,0,0,0,0,0,0
CONTIG1084,0,0,0,0,0,0
CONTIG1085,3,3,1,1,0,0
CONTIG1086,0,0,1,1,0,0
CONTIG1087,5,7,5,5,6,6
CONTIG1088,1,1,5,5,3,3
CONTIG1089,0,0,15,17,0,0
CONTIG1090,0,0,21,21,0,0
CONTIG1091,0,0,6,6,0,0
CONTIG1092,4,4,5,5,1,1
CONTIG1093,0,0,0,0,1,1
CONTIG1094,0,0,2,2,0,0
CONTIG1095,1,1,0,0,0,0
CONTIG1096,0,0,0,0,0,0
CONTIG1097,22,22,6,6,19,19
CONTIG1098,3,3,2,2,1,1
CONTIG1099,0,0,2,2,0,0
CONTIG1100,0,0,0,0,0,0
CONTIG1101,16,18,22,22,7,7
CONTIG1102,1,1,3,3,2,2
CONTIG1103,1,1,1,1,0,0
CONTIG1104,11,13,4,4,3,3
CONTIG1105,0,0,2,2,6,6
CONTIG1106,0,0,1,1,0,0
CONTIG1107,0,0,0,0,2,2
CONTIG1108,1,1,1,1,0,0
CONTIG1109,0,0,0,0,1,1
CONTIG1110,3,3,4,4,0,0
CONTIG1111,0,0,0,0,0,0
CONTIG1112,0,0,0,0,0,0
CONTIG1113,29,31,10,10,18,18
CONTIG1114,6,6,5,5,1,3
CONTIG1115,4,4,6,6,1,1
CONTIG1116,1,1,0,0,0,0
CONTIG1117,0,0,1,1,0,0
CONTIG1118,17,17,28,28,11,11
CONTIG1119,0,0,8,10,0,0
CONTIG1120,1,1,0,0,0,0
CONTIG1121,53,53,70,76,65,69
CONTIG1122,0,0,0,0,0,0
CONTIG1123,0,0,0,0,0,0
CONTIG1124,0,0,1,1,0,0
CONTIG1125,2,2,0,0,0,0
CONTIG1126,0,0,0,0,0,0
CONTIG1127,0,0,0,0,0,0
CONTIG1128,2,2,4,4,3,3
CONTIG1129,0,0,0,0,0,0
CONTIG1130,0,0,0,0,0,0
CONTIG1131,0,0,4,4,0,0
CONTIG1132,0,0,0,0,0,0
CONTIG1133,0,0,0,0,0,0
CONTIG1134,1,1,4,4,0,0
CONTIG1135,0,0,1,1,2,2
CONTIG1136,0,0,0,0,0,0
CONTIG1137,11,11,16,16,25,25
CONTIG1138,90,90,66,68,109,114
CONTIG1139,6,6,1,1,2,2
CONTIG1140,2,2,1,1,2,2
CONTIG1141,0,0,0,0,0,0
CONTIG1142,0,0,0,0,1,1
CONTIG1143,0,0,2,2,0,0
CONTIG1144,1,1,1,1,2,2
CONTIG1145,2,2,1,1,0,0
CONTIG1146,15,15,5,5,9,9
CONTIG1147,0,0,2,2,0,0
CONTIG1148,1,1,1,1,0,0
CONTIG1149,0,0,0,0,0,0
CONTIG1150,11,11,32,32,6,6
CONTIG1151,7,7,2,2,1,1
CONTIG1152,1,1,0,0,1,1
CONTIG1153,0,0,0,0,0,0
CONTIG1154,3,3,0,0,2,2
CONTIG1155,0,0,0,0,1,1
CONTIG1156,1,1,2,2,0,0
CONTIG1157,0,0,1,1,0,0
CONTIG1158,0,0,3,3,0,0
CONTIG1159,1,1,1,1,3,3
CONTIG1160,1,1,2,2,1,1
CONTIG1161,3,3,3,3,1,1
CONTIG1162,0,0,2,2,1,1
CONTIG1163,0,0,2,6,2,2
CONTIG1164,0,0,0,0,1,1
CONTIG1165,0,0,4,6,0,0
CONTIG1166,0,0,9,11,1,1
CONTIG1167,0,0,0,0,0,0
CONTIG1168,1,1,2,2,0,0
CONTIG1169,1,1,1,1,11,11
CONTIG1170,1,1,3,3,7,7
CONTIG1171,1,1,1,1,1,1
CONTIG1172,10,10,2,2,0,0
CONTIG1173,1,1,1,1,0,0
CONTIG1174,5,5,9,9,2,2
CONTIG1175,0,0,3,3,0,0
CONTIG1176,0,0,0,0,0,0
CONTIG1177,5,5,2,2,1,1
CONTIG1178,0,0,0,0,0,0
CONTIG1179,0,0,0,0,0,0
CONTIG1180,1,1,0,0,2,2
CONTIG1181,0,0,0,0,0,0
CONTIG1182,0,0,11,11,3,3
CONTIG1183,144,154,83,93,165,175
CONTIG1184,1,1,6,6,1,1
CONTIG1185,1,1,1,1,0,0
CONTIG1186,0,0,4,4,1,1
CONTIG1187,1,1,3,7,3,3
CONTIG1188,4,4,4,4,12,12
CONTIG1189,0,0,0,0,0,0
CONTIG1190,0,0,5,5,1,1
CONTIG1191,0,0,2,2,0,0
CONTIG1192,0,0,5,5,1,1
CONTIG1193,22,22,7,7,10,10
CONTIG1194,0,0,1,1,2,2
CONTIG1195,8,8,4,4,6,6
CONTIG1196,2,2,8,8,5,5
CONTIG1197,0,0,4,4,0,0
CONTIG1198,1,1,2,2,0,0
CONTIG1199,3,3,0,0,0,0
CONTIG1200,0,0,0,0,0,0
CONTIG1201,0,0,0,0,0,0
CONTIG1202,0,0,126,140,1,1
CONTIG1203,1,1,0,0,0,0
CONTIG1204,2,2,1,1,2,2
CONTIG1205,2,2,1,1,3,3
CONTIG1206,3,3,5,5,2,2
CONTIG1207,0,0,2,2,1,1
CONTIG1208,3,3,6,6,4,6
CONTIG1209,5,5,4,6,5,5
CONTIG1210,0,0,1,1,0,0
CONTIG1211,0,0,0,0,1,1
CONTIG1212,1,1,2,2,1,1
CONTIG1213,0,0,0,0,0,0
CONTIG1214,0,0,1,1,0,0
CONTIG1215,0,0,2,2,0,0
CONTIG1216,0,0,0,0,0,0
CONTIG1217,3,3,0,0,2,2
CONTIG1218,13,21,17,23,5,7
CONTIG1219,11,11,11,11,8,8
CONTIG1220,8,8,15,17,6,6
CONTIG1221,0,0,0,0,0,0
CONTIG1222,0,0,0,0,0,0
CONTIG1223,2,2,1,1,0,0
CONTIG1224,4,6,1,1,2,2
CONTIG1225,2,2,4,4,1,1
CONTIG1226,0,0,0,0,0,0
CONTIG1227,4,4,5,5,2,2
CONTIG1228,1,3,5,5,3,3
CONTIG1229,16,16,7,7,2,2
CONTIG1230,2,2,0,0,2,2
CONTIG1231,0,0,0,0,0,0
CONTIG1232,0,0,0,0,0,0
CONTIG1233,0,0,2,2,2,2
CONTIG1234,4,4,1,1,1,1
CONTIG1235,3,3,0,0,0,0
CONTIG1236,0,0,1,1,1,1
CONTIG1237,0,0,0,0,3,3
CONTIG1238,3,3,2,2,2,2
CONTIG1239,0,0,0,0,0,0
CONTIG1240,0,0,0,0,0,0
CONTIG1241,0,0,2,2,1,1
CONTIG1242,1,1,0,2,0,0
CONTIG1243,0,0,5,5,0,0
CONTIG1244,0,0,0,0,0,0
CONTIG1245,1,1,2,4,0,0
CONTIG1246,0,0,0,0,1,1
CONTIG1247,0,0,0,0,0,0
CONTIG1248,0,0,0,0,0,0
CONTIG1249,0,0,5,5,0,0
CONTIG1250,0,0,0,0,0,0
CONTIG1251,0,0,2,2,1,1
CONTIG1252,4,6,2,2,1,1
CONTIG1253,0,0,4,12,1,3
CONTIG1254,0,0,1,1,2,2
CONTIG1255,1,1,0,0,1,1
CONTIG1256,0,0,0,0,0,0
CONTIG1257,1,1,6,6,3,3
CONTIG1258,0,0,15,15,1,1
CONTIG1259,1,1,0,0,0,0
CONTIG1260,3,5,7,7,0,0
CONTIG1261,1,1,2,2,0,0
CONTIG1262,0,0,0,0,0,0
CONTIG1263,0,0,30,30,0,0
CONTIG1264,27,29,15,17,16,18
CONTIG1265,0,0,0,0,0,0
CONTIG1266,3,3,2,2,0,0
CONTIG1267,3,3,1,1,2,2
CONTIG1268,1,1,3,3,2,2
CONTIG1269,13,13,12,12,13,13
CONTIG1270,0,0,1,1,2,2
CONTIG1271,14,14,13,15,7,7
CONTIG1272,6,6,0,0,1,1
CONTIG1273,0,0,2,2,1,1
CONTIG1274,1,1,4058,4563,0,0
CONTIG1275,0,0,6,6,0,0
CONTIG1276,0,0,6,6,0,0
CONTIG1277,2,2,5,5,1,1
CONTIG1278,2,2,0,0,1,1
CONTIG1279,5,7,6,6,4,4
CONTIG1280,13,13,12,12,3,3
CONTIG1281,4,4,2,2,1,1
CONTIG1282,0,0,0,0,0,0
CONTIG1283,0,0,1,1,0,0
CONTIG1284,0,0,13,13,0,0
CONTIG1285,0,0,0,0,0,0
CONTIG1286,0,0,3,3,0,0
CONTIG1287,1,1,0,0,1,1
CONTIG1288,0,0,0,0,0,0
CONTIG1289,0,0,0,0,0,0
CONTIG1290,4,4,7,7,2,2
CONTIG1291,0,0,2,2,0,0
CONTIG1292,17,17,3,3,5,5
CONTIG1293,0,0,0,0,0,0
CONTIG1294,0,0,0,0,0,0
CONTIG1295,1,1,7,7,8,8
CONTIG1296,0,0,0,2,0,0
CONTIG1297,0,0,0,0,0,0
CONTIG1298,5,5,8,8,3,3
CONTIG1299,2,2,0,0,4,6
CONTIG1300,5,5,14,16,3,3
CONTIG1301,2,2,4,4,1,1
CONTIG1302,0,0,0,0,0,0
CONTIG1303,3,5,2,2,2,2
CONTIG1304,1,1,0,0,0,0
CONTIG1305,3,3,4,4,1,1
CONTIG1306,1,1,2,2,2,2
CONTIG1307,0,0,2,2,0,0
CONTIG1308,0,0,3,3,2,2
CONTIG1309,0,0,0,0,1,1
CONTIG1310,0,0,0,0,0,0
CONTIG1311,1,1,0,0,0,0
CONTIG1312,0,0,4,4,0,0
CONTIG1313,0,0,7,7,0,0
CONTIG1314,0,0,8,8,4,4
CONTIG1315,0,0,0,0,0,0
CONTIG1316,0,0,0,0,1,1
CONTIG1317,0,0,0,0,0,0
CONTIG1318,12,12,14,14,13,13
CONTIG1319,0,0,3,3,0,0
CONTIG1320,9,9,1221,1253,5,5
CONTIG1321,0,0,0,0,0,0
CONTIG1322,1,1,0,0,0,0
CONTIG1323,0,0,3,11,0,0
CONTIG1324,0,0,15,15,0,0
CONTIG1325,2,2,1,1,0,0
CONTIG1326,9,9,14,14,5,5
CONTIG1327,8,8,2,2,8,8
CONTIG1328,0,0,2,2,0,0
CONTIG1329,4,4,2,2,3,3
CONTIG1330,1,1,7,7,0,0
CONTIG1331,0,0,2,2,0,0
CONTIG1332,1,1,0,0,0,0
CONTIG1333,0,0,4,4,0,0
CONTIG1334,0,0,3,3,1,1
CONTIG1335,7,7,7,7,9,9
CONTIG1336,2,2,2,4,0,0
CONTIG1337,19,19,23,26,29,29
CONTIG1338,1,1,2,2,0,0
CONTIG1339,0,0,0,0,0,0
CONTIG1340,0,0,0,2,6,6
CONTIG1341,5,5,5,7,1,1
CONTIG1342,1,1,0,0,3,3
CONTIG1343,1,1,1,1,0,0
CONTIG1344,0,0,42,46,0,0
CONTIG1345,16,16,9,9,9,9
CONTIG1346,34,36,29,31,10,11
CONTIG1347,18,18,20,20,15,15
CONTIG1348,206,214,82,82,263,267
CONTIG1349,0,0,21,23,5,5
CONTIG1350,4,4,3,3,2,4
CONTIG1351,4,4,1,1,0,0
CONTIG1352,2,2,6,6,1,1
CONTIG1353,0,0,3,3,1,3
CONTIG1354,2,2,4,6,4,4
CONTIG1355,0,0,0,0,0,0
CONTIG1356,1,1,9,9,3,3
CONTIG1357,0,0,4,4,1,1
CONTIG1358,0,0,0,0,0,0
CONTIG1359,7,7,7,7,2,2
CONTIG1360,0,0,0,0,0,0
CONTIG1361,4,4,0,0,2,2
CONTIG1362,0,0,0,0,3,3
CONTIG1363,0,0,0,0,3,3
CONTIG1364,0,0,0,0,6,8
CONTIG1365,8,8,13,13,2,6
CONTIG1366,1,1,1,1,0,0
CONTIG1367,0,0,2,2,3,3
CONTIG1368,7,7,4,4,4,4
CONTIG1369,3,3,6,6,0,0
CONTIG1370,26,26,75,75,33,33
CONTIG1371,0,0,1,1,0,0
CONTIG1372,0,0,0,0,2,2
CONTIG1373,96,108,59,61,73,77
CONTIG1374,99,99,45,45,195,203
CONTIG1375,1,1,3,3,3,3
CONTIG1376,0,0,2,2,0,0
CONTIG1377,1,1,0,0,0,0
CONTIG1378,0,0,0,0,1,1
CONTIG1379,15,15,25,27,13,13
CONTIG1380,2,2,3,3,1,1
CONTIG1381,0,0,2,2,0,0
CONTIG1382,0,0,0,0,0,0
CONTIG1383,1,1,1,1,1,1
CONTIG1384,2,2,2,2,0,0
CONTIG1385,0,0,5,5,0,0
CONTIG1386,0,0,0,0,2,2
CONTIG1387,0,0,0,0,0,0
CONTIG1388,0,0,4,4,1,1
CONTIG1389,0,0,0,0,0,0
CONTIG1390,0,0,4,4,1,1
CONTIG1391,4,4,11,13,2,2
CONTIG1392,6,6,20,24,9,11
CONTIG1393,4,4,1,3,1,1
CONTIG1394,0,0,1,1,0,0
CONTIG1395,3,3,5,5,1,1
CONTIG1396,1,1,0,0,1,1
CONTIG1397,0,0,1,1,0,0
CONTIG1398,1,3,1,1,0,0
CONTIG1399,1,1,2,4,1,1
CONTIG1400,3,3,3,3,0,0
CONTIG1401,0,0,3,3,4,4
CONTIG1402,0,0,0,0,0,0
CONTIG1403,0,0,5,5,0,0
CONTIG1404,2,2,1,1,0,0
CONTIG1405,0,0,2,2,0,2
