Geneid,nodule_al_uniq,root_al_uniq,nodule_almult,root_almult
gene:PHAVU_001G056600g,322,287,674,540
gene:PHAVU_001G056700g,0,0,0,0
gene:PHAVU_001G056800g,919,1913,993,2076
gene:PHAVU_001G056900g,193,25,193,27
gene:PHAVU_001G057000g,86,46,86,46
gene:PHAVU_001G057100g,691,285,692,289
gene:PHAVU_001G057200g,1944,2988,2006,3113
gene:PHAVU_001G057300g,854,1222,863,1233
gene:PHAVU_001G057400g,283,187,283,189
gene:PHAVU_001G0575001g,90,53,90,53
gene:PHAVU_001G0575000g,115,49,115,49
gene:PHAVU_001G057600g,162,501,164,509
gene:PHAVU_001G057700g,197,82,218,95
gene:PHAVU_001G057800g,83,365,84,366
gene:PHAVU_001G057900g,28,28,28,28
gene:PHAVU_001G058000g,73,34,77,34
gene:PHAVU_001G058100g,513,1337,516,1343
gene:PHAVU_001G058200g,286,320,303,321
gene:PHAVU_001G058300g,0,1,0,1
gene:PHAVU_001G058400g,674,19,679,19
gene:PHAVU_001G058500g,129,239,134,244
gene:PHAVU_001G058600g,163,104,163,104
gene:PHAVU_001G058700g,982,958,986,961
gene:PHAVU_001G058800g,1615,3040,1627,3043
gene:PHAVU_001G058900g,3798,600,3921,707
gene:PHAVU_001G059000g,984,1015,990,1025
gene:PHAVU_001G059100g,5,60,5,60
gene:PHAVU_001G059200g,468,372,469,372
gene:PHAVU_001G059300g,393,454,393,456
gene:PHAVU_001G059400g,11,29,12,29
gene:PHAVU_001G059500g,95,71,97,71
gene:PHAVU_001G059600g,16,13,16,14
gene:PHAVU_001G059700g,235,231,247,244
gene:PHAVU_001G059800g,301,194,302,198
gene:PHAVU_001G059900g,31,49,31,51
gene:PHAVU_001G060000g,104,78,109,80
gene:PHAVU_001G0601001g,1272,996,1273,1000
gene:PHAVU_001G060200g,1189,6709,1190,6729
gene:PHAVU_001G060300g,1338,1232,1440,1329
gene:PHAVU_001G060400g,0,0,0,0
gene:PHAVU_001G060500g,2453,1867,2464,1883
gene:PHAVU_001G060600g,0,2,0,2
gene:PHAVU_001G060700g,83,82,83,82
gene:PHAVU_001G060800g,103,7,213,38
gene:PHAVU_001G0609001g,860,260,1011,305
gene:PHAVU_001G0609000g,103,45,176,71
gene:PHAVU_001G061000g,71,740,71,743
gene:PHAVU_001G061100g,207,162,208,165
gene:PHAVU_001G061200g,221,339,221,339
gene:PHAVU_001G061300g,833,1718,858,1785
gene:PHAVU_001G061400g,13,6,15,7
gene:PHAVU_001G061500g,326,222,426,296
gene:PHAVU_001G061600g,1731,1343,2363,1979
gene:PHAVU_001G061700g,151,106,437,309
gene:PHAVU_001G061800g,0,0,0,0
gene:PHAVU_001G061900g,23,301,35,423
gene:PHAVU_001G062000g,827,623,836,634
gene:PHAVU_001G062100g,65,292,65,293
gene:PHAVU_001G062200g,0,0,0,0
gene:PHAVU_001G062300g,0,0,1,0
gene:PHAVU_001G062400g,0,0,0,0
gene:PHAVU_001G062500g,0,0,0,0
gene:PHAVU_001G062600g,2,2,20,55
gene:PHAVU_001G062700g,1512,615,1527,618
gene:PHAVU_001G062800g,269,160,274,171
gene:PHAVU_001G062900g,249,372,251,377
gene:PHAVU_001G063000g,64,29,68,34
gene:PHAVU_001G063100g,95,58,95,58
gene:PHAVU_001G063200g,51,41,51,41
gene:PHAVU_001G063300g,520,351,526,352
gene:PHAVU_001G063400g,2345,2096,2353,2102
gene:PHAVU_001G0635001g,34,1,35,2
gene:PHAVU_001G0635000g,85,1,110,41
gene:PHAVU_001G063600g,393,457,396,457
gene:PHAVU_001G063700g,356,367,369,370
gene:PHAVU_001G063800g,684,834,693,836
gene:PHAVU_001G0639001g,5,6,5,6
gene:PHAVU_001G0639000g,8,2,8,2
gene:PHAVU_001G064000g,1068,11293,1103,11629
gene:PHAVU_001G064100g,11033,14171,11073,14235
gene:PHAVU_001G064200g,749,1114,786,1144
gene:PHAVU_001G064300g,1,5,1,5
gene:PHAVU_001G064400g,231,128,233,128
gene:PHAVU_001G064500g,3123,6159,3151,6232
gene:PHAVU_001G064600g,1,0,4,1
gene:PHAVU_001G064700g,837,1299,840,1301
gene:PHAVU_001G064800g,440,1058,444,1059
gene:PHAVU_001G064900g,22,211,22,215
gene:PHAVU_001G065000g,0,0,0,0
gene:PHAVU_001G065100g,158,72,158,72
gene:PHAVU_001G065200g,0,1,0,1
gene:PHAVU_001G065300g,42,647,42,648
gene:PHAVU_001G065400g,339,300,340,301
gene:PHAVU_001G065500g,20,144,23,151
gene:PHAVU_001G0656001g,0,0,0,0
gene:PHAVU_001G0656000g,25,103,25,104
gene:PHAVU_001G065700g,560,369,569,378
gene:PHAVU_001G065800g,0,0,6,23
gene:PHAVU_001G065900g,0,0,0,0
gene:PHAVU_001G066000g,6,3,6,3
gene:PHAVU_001G066100g,14,6,15,7
gene:PHAVU_001G066200g,41,46,79,101
gene:PHAVU_001G066300g,2,4,25,30
gene:PHAVU_001G066400g,1,2,24,49
gene:PHAVU_001G066500g,14,10,21,31
gene:PHAVU_001G066600g,227,172,241,186
gene:PHAVU_001G066700g,58,28,1521,780
gene:PHAVU_001G066800g,16,10,172,117
gene:PHAVU_001G066900g,0,0,0,0
gene:PHAVU_001G067000g,119,133,119,133
gene:PHAVU_001G067100g,336,289,337,288
gene:PHAVU_001G067200g,98,188,111,201
gene:PHAVU_001G067300g,195,42,196,44
gene:PHAVU_001G067400g,75,441,75,442
gene:PHAVU_001G067500g,175,65,250,77
gene:PHAVU_001G067600g,827,1178,830,1182
gene:PHAVU_001G067700g,85,78,85,78
gene:PHAVU_001G067800g,0,0,0,0
gene:PHAVU_001G067900g,0,0,0,0
gene:PHAVU_001G0680001g,0,0,1,1
gene:PHAVU_001G0680000g,0,0,0,0
gene:PHAVU_001G068100g,145,151,146,151
gene:PHAVU_001G068200g,1,1,1,1
gene:PHAVU_001G068300g,174,108,334,194
gene:PHAVU_001G068400g,10,5,43,51
gene:PHAVU_001G068500g,3,0,12,7
gene:PHAVU_001G068600g,3,1,10,1
gene:PHAVU_001G068700g,0,0,0,0
gene:PHAVU_001G068800g,3,2,6,4
gene:PHAVU_001G068900g,0,0,0,0
gene:PHAVU_001G069000g,31,4,54,12
gene:PHAVU_001G069100g,0,0,0,0
gene:PHAVU_001G069200g,0,0,4,1
gene:PHAVU_001G069300g,0,0,12,3
gene:PHAVU_001G069400g,27,6,71,19
gene:PHAVU_001G069500g,1,0,5,3
gene:PHAVU_001G069600g,3,1,16,3
gene:PHAVU_001G069700g,0,1,20,7
gene:PHAVU_001G069800g,3,0,8,4
gene:PHAVU_001G069900g,0,0,2,1
gene:PHAVU_001G070000g,1,4,11,9
gene:PHAVU_001G070100g,7,1,44,12
gene:PHAVU_001G070200g,2,0,4,1
gene:PHAVU_001G070300g,3,3,7,19
gene:PHAVU_001G070400g,0,0,7,3
gene:PHAVU_001G070500g,159,126,159,127
gene:PHAVU_001G070600g,460,229,740,371
gene:PHAVU_001G070700g,30,46,30,46
gene:PHAVU_001G070800g,13,30,13,30
gene:PHAVU_001G070900g,579,371,579,373
gene:PHAVU_001G071000g,7,50,7,50
gene:PHAVU_001G071100g,1576,1802,1719,1972
gene:PHAVU_001G071200g,42,93,82,135
gene:PHAVU_001G071300g,0,0,95,103
gene:PHAVU_001G071400g,341,169,444,278
gene:PHAVU_001G071500g,56,380,56,382
gene:PHAVU_001G071600g,2,8,2,8
gene:PHAVU_001G071700g,0,0,0,0
gene:PHAVU_001G071800g,0,0,0,0
gene:PHAVU_001G071900g,702,428,717,433
gene:PHAVU_001G072000g,1226,1858,1230,1867
gene:PHAVU_001G072100g,8,63,11,68
gene:PHAVU_001G072200g,992,2510,1008,2536
gene:PHAVU_001G072300g,1286,570,1297,579
gene:PHAVU_001G072400g,373,303,373,303
gene:PHAVU_001G072500g,95,54,96,54
gene:PHAVU_001G072600g,1858,1889,1899,1938
gene:PHAVU_001G0727001g,13,1,13,1
gene:PHAVU_001G0727000g,537,161,537,161
gene:PHAVU_001G072800g,8,160,8,160
gene:PHAVU_001G072900g,101,256,101,257
gene:PHAVU_001G073000g,429,343,432,344
gene:PHAVU_001G073100g,288,315,289,317
gene:PHAVU_001G0732001g,284,172,286,172
gene:PHAVU_001G0732000g,156,81,157,82
gene:PHAVU_001G073300g,63,617,71,654
gene:PHAVU_001G073400g,0,12,0,12
gene:PHAVU_001G073500g,2919,1,3155,1
gene:PHAVU_001G073600g,6,70,6,72
gene:PHAVU_001G073700g,2,24,2,24
gene:PHAVU_001G073800g,0,1,1,1
gene:PHAVU_001G073900g,0,0,0,0
gene:PHAVU_001G074000g,206,334,206,336
gene:PHAVU_001G074100g,56,69,56,69
gene:PHAVU_001G074200g,59,198,61,200
gene:PHAVU_001G074300g,63,455,63,458
gene:PHAVU_001G074400g,7,0,7,0
gene:PHAVU_001G074500g,364,222,366,222
gene:PHAVU_001G074600g,359,572,359,573
gene:PHAVU_001G074700g,166,409,170,414
gene:PHAVU_001G074800g,293,499,293,499
gene:PHAVU_001G074900g,552,276,559,278
gene:PHAVU_001G075000g,374,1117,376,1126
gene:PHAVU_001G075100g,88,35,88,35
gene:PHAVU_001G075200g,580,331,625,352
gene:PHAVU_001G075300g,408,211,428,226
gene:PHAVU_001G075400g,4345,827,4347,829
gene:PHAVU_001G075500g,265,476,267,480
gene:PHAVU_001G075600g,51,135,51,138
gene:PHAVU_001G075700g,4,16,77,33
gene:PHAVU_001G075800g,17,149,17,150
gene:PHAVU_001G075900g,0,0,0,0
gene:PHAVU_001G076000g,4,47,21,136
gene:PHAVU_001G076100g,106,639,112,674
gene:PHAVU_001G076200g,421,1786,421,1788
gene:PHAVU_001G076300g,17,29,22,63
gene:PHAVU_001G076400g,24397,5781,24846,5958
gene:PHAVU_001G076500g,126,143,129,145
gene:PHAVU_001G076600g,176,198,175,198
gene:PHAVU_001G076700g,2367,1608,3818,2631
gene:PHAVU_001G076800g,356,293,831,629
gene:PHAVU_001G076900g,1385,1163,1403,1177
gene:PHAVU_001G077000g,708,740,720,743
gene:PHAVU_001G077100g,2112,1408,2117,1414
gene:PHAVU_001G0772001g,482,145,521,154
gene:PHAVU_001G0772000g,635,161,635,161
gene:PHAVU_001G077300g,8,7,9,7
gene:PHAVU_001G077400g,188,313,190,318
gene:PHAVU_001G077500g,6,51,6,51
gene:PHAVU_001G077600g,2,26,2,26
gene:PHAVU_001G077700g,67,745,67,749
gene:PHAVU_001G0778001g,29,14,29,14
gene:PHAVU_001G0778000g,89,46,89,49
gene:ENSRNA049761514,0,0,5,4
gene:PHAVU_001G077900g,41,80,41,80
gene:PHAVU_001G078000g,51,117,51,119
gene:ENSRNA049761536,0,0,5,4
gene:PHAVU_001G078100g,135,183,135,190
gene:PHAVU_001G078200g,0,0,0,0
gene:PHAVU_001G078300g,307,352,309,356
gene:PHAVU_001G078400g,2,22,2,22
gene:PHAVU_001G078500g,21,127,21,130
gene:PHAVU_001G078600g,34,38,34,38
gene:PHAVU_001G078700g,38,41,40,41
gene:PHAVU_001G078800g,0,1,0,1
gene:PHAVU_001G078900g,64,8,66,9
gene:PHAVU_001G079000g,0,0,0,0
gene:PHAVU_001G079100g,1433,2070,1448,2106
gene:PHAVU_001G079200g,79,106,81,108
gene:PHAVU_001G079300g,4836,17,4845,17
gene:PHAVU_001G079400g,50,361,114,790
gene:PHAVU_001G079500g,0,0,15,146
gene:PHAVU_001G079600g,0,0,332,140
gene:PHAVU_001G079700g,0,0,0,0
gene:PHAVU_001G079800g,7,0,8,0
gene:PHAVU_001G079900g,553,436,554,439
gene:PHAVU_001G080000g,299,146,395,165
gene:PHAVU_001G080100g,0,0,0,0
gene:PHAVU_001G080200g,470,919,474,923
gene:PHAVU_001G0803001g,5,12,5,12
gene:PHAVU_001G0803000g,0,1,0,1
gene:PHAVU_001G080400g,193,132,208,138
gene:PHAVU_001G080500g,18,41,18,42
gene:PHAVU_001G080600g,1427,895,1431,897
gene:PHAVU_001G080700g,529,423,537,428
gene:PHAVU_001G080800g,456,217,458,222
gene:PHAVU_001G080900g,21,24,21,24
gene:PHAVU_001G081000g,1,10,1,10
gene:PHAVU_001G081100g,0,0,0,1
gene:PHAVU_001G081200g,2206,1107,2213,1103
gene:PHAVU_001G081300g,41,58,41,58
gene:PHAVU_001G081400g,59,328,59,328
gene:PHAVU_001G081500g,3697,742,3707,748
gene:PHAVU_001G081600g,5,2,5,2
gene:PHAVU_001G081700g,1734,1708,1741,1720
gene:PHAVU_001G081800g,8,8,8,8
gene:PHAVU_001G081900g,0,0,4,3
gene:PHAVU_001G082000g,409,3102,409,3114
gene:PHAVU_001G082100g,19,87,20,87
gene:PHAVU_001G082200g,1357,906,1360,910
gene:PHAVU_001G082300g,1086,779,1090,780
gene:PHAVU_001G082400g,14,9,14,9
gene:PHAVU_001G0825001g,6,27,6,27
gene:PHAVU_001G0825000g,12,42,14,47
gene:PHAVU_001G082600g,843,1312,865,1351
gene:PHAVU_001G082700g,228,171,232,173
gene:PHAVU_001G082800g,27,289,27,292
gene:PHAVU_001G082900g,627,469,644,482
gene:PHAVU_001G083000g,175,118,189,155
gene:PHAVU_001G083100g,475,666,481,672
gene:PHAVU_001G083200g,118,97,123,97
gene:PHAVU_001G083300g,17,102,17,102
gene:PHAVU_001G083400g,1086,493,1101,495
gene:PHAVU_001G083500g,2,5,18,52
gene:PHAVU_001G083600g,4,8,14,26
gene:PHAVU_001G083700g,0,0,6,48
gene:PHAVU_001G083800g,1700,834,2917,1423
gene:PHAVU_001G083900g,4904,4073,4962,4135
gene:ENSRNA049761515,0,0,7,0
gene:PHAVU_001G084000g,31,79,34,80
gene:PHAVU_001G084100g,0,3,842,337
gene:PHAVU_001G084200g,761,1087,762,1094
gene:PHAVU_001G084300g,896,738,896,741
gene:PHAVU_001G084400g,550,583,552,591
gene:PHAVU_001G084500g,152,140,157,142
gene:PHAVU_001G0846002g,41,47,39,46
gene:PHAVU_001G0846000g,247,175,248,174
gene:PHAVU_001G084700g,1793,1583,1817,1601
gene:PHAVU_001G084800g,3016,2810,3042,2819
gene:PHAVU_001G0849001g,108,265,108,257
gene:PHAVU_001G085000g,0,1,8,5
gene:PHAVU_001G0851001g,0,0,0,0
gene:PHAVU_001G0851000g,1,0,1,2
gene:PHAVU_001G0849000g,264,526,259,521
gene:PHAVU_001G085200g,12,40,12,40
gene:PHAVU_001G085300g,13,16,13,16
gene:PHAVU_001G085400g,1307,1188,1312,1188
gene:PHAVU_001G085500g,124,69,127,70
gene:PHAVU_001G085600g,524,258,524,260
gene:PHAVU_001G085700g,0,0,1,0
gene:PHAVU_001G085800g,191,58,191,58
gene:PHAVU_001G085900g,1237,28,1244,28
gene:PHAVU_001G086000g,56,63,58,65
gene:PHAVU_001G086100g,676,653,682,656
gene:PHAVU_001G086200g,22,32,22,33
gene:PHAVU_001G086300g,45,39,45,39
gene:PHAVU_001G086400g,151,187,151,189
gene:PHAVU_001G086500g,36,8,150,41
gene:PHAVU_001G086600g,5779,5233,5890,5331
gene:PHAVU_001G086700g,1970,1531,2007,1578
gene:PHAVU_001G086800g,0,0,0,0
gene:PHAVU_001G086900g,298,247,302,247
gene:PHAVU_001G087000g,1991,1862,1993,1864
gene:PHAVU_001G087100g,1305,4804,1305,4820
gene:PHAVU_001G087200g,1996,2731,2006,2747
gene:PHAVU_001G087300g,59,61,60,61
gene:PHAVU_001G087400g,0,0,0,0
gene:PHAVU_001G087500g,44,479,44,497
gene:PHAVU_001G087600g,130,211,130,213
gene:PHAVU_001G087700g,91,290,97,296
gene:PHAVU_001G087800g,25,43,25,43
gene:PHAVU_001G087900g,2,0,2,0
gene:PHAVU_001G088000g,482,506,567,508
gene:PHAVU_001G088100g,664,753,686,765
gene:PHAVU_001G088200g,402,1012,405,1020
gene:PHAVU_001G088300g,0,0,0,0
gene:PHAVU_001G088400g,67,41,67,41
gene:PHAVU_001G088500g,2,1,2,1
gene:PHAVU_001G088600g,1,0,1,0
gene:PHAVU_001G088700g,3809,3726,6876,6643
gene:PHAVU_001G088800g,30,23,30,23
gene:PHAVU_001G088900g,1327,2382,1328,2385
gene:PHAVU_001G0890001g,0,0,4,0
gene:PHAVU_001G0890002g,9,0,38,3
gene:PHAVU_001G0890000g,0,0,8,0
gene:PHAVU_001G089100g,1181,941,1190,944
gene:PHAVU_001G089200g,184,191,184,193
gene:PHAVU_001G089300g,1,0,865,380
gene:PHAVU_001G089400g,92,75,95,75
gene:PHAVU_001G089500g,1822,2027,1848,2107
gene:PHAVU_001G089600g,0,0,62,22
gene:PHAVU_001G089700g,170,518,171,522
gene:PHAVU_001G089800g,153,14,155,14
gene:PHAVU_001G089900g,0,0,0,0
gene:PHAVU_001G090000g,420,242,451,270
gene:PHAVU_001G090100g,56,150,56,151
gene:PHAVU_001G090200g,720,451,723,454
gene:PHAVU_001G090300g,1,21,2,21
gene:PHAVU_001G090400g,668,743,673,747
gene:PHAVU_001G090500g,1,0,3,4
gene:PHAVU_001G090600g,209,216,214,222
gene:PHAVU_001G090700g,415,808,422,818
gene:PHAVU_001G090800g,273,90,274,94
gene:PHAVU_001G090900g,61,11,350,185
gene:PHAVU_001G091000g,11602,32285,11645,32355
gene:PHAVU_001G091100g,365,30,367,30
gene:PHAVU_001G091200g,0,0,0,0
gene:PHAVU_001G091300g,1230,653,1230,653
gene:PHAVU_001G091400g,438,278,440,278
gene:PHAVU_001G091500g,0,0,0,0
gene:PHAVU_001G091600g,7,100,20,274
gene:PHAVU_001G091700g,3,37,18,249
gene:PHAVU_001G091800g,0,0,0,0
gene:PHAVU_001G091900g,0,0,177,40
gene:PHAVU_001G092000g,34,1,34,1
gene:PHAVU_001G092100g,0,1,0,1
gene:PHAVU_001G092200g,81,156,82,156
gene:PHAVU_001G092300g,231,288,231,290
gene:PHAVU_001G092400g,6,113,6,113
gene:PHAVU_001G092500g,65,145,66,148
gene:PHAVU_001G092600g,323,371,329,371
gene:PHAVU_001G092700g,513,694,546,763
gene:ENSRNA049761535,0,0,1,0
gene:ENSRNA049761516,0,0,0,0
gene:PHAVU_001G092800g,1062,7139,1070,7177
gene:PHAVU_001G092900g,417,2380,417,2391
gene:PHAVU_001G093000g,191,232,192,232
gene:PHAVU_001G093100g,2,2,2,3
gene:ENSRNA049761534,0,0,11,6
gene:PHAVU_001G093200g,164,83,166,83
gene:PHAVU_001G093300g,209,947,213,948
gene:PHAVU_001G093400g,5,11,5,12
gene:PHAVU_001G093500g,66,10,66,10
gene:PHAVU_001G093600g,50,10,50,10
gene:PHAVU_001G093700g,2657,1663,2664,1669
gene:PHAVU_001G093800g,404,507,411,539
gene:PHAVU_001G093900g,58,31,59,31
gene:PHAVU_001G094000g,16,14,16,14
gene:PHAVU_001G094100g,283,106,284,105
gene:PHAVU_001G094200g,32,187,32,188
gene:PHAVU_001G094300g,285,160,286,160
gene:PHAVU_001G094400g,1851,358,1855,359
gene:PHAVU_001G094500g,183,182,184,183
gene:PHAVU_001G094600g,22,3,22,3
gene:PHAVU_001G094700g,552,1381,557,1401
gene:PHAVU_001G0948001g,7,33,7,33
gene:PHAVU_001G0948000g,11,34,11,34
gene:PHAVU_001G094900g,204,181,204,181
gene:PHAVU_001G095000g,23,144,23,144
gene:PHAVU_001G095100g,33,194,46,211
gene:PHAVU_001G095200g,46,44,46,44
gene:PHAVU_001G0953001g,476,498,471,487
gene:PHAVU_001G0953000g,757,745,738,737
gene:PHAVU_001G095400g,345,792,348,813
gene:PHAVU_001G095500g,0,4,0,4
gene:PHAVU_001G095600g,22,155,22,156
gene:PHAVU_001G095700g,380,593,381,598
gene:PHAVU_001G0958001g,253,146,252,148
gene:PHAVU_001G0958000g,33,23,33,23
gene:PHAVU_001G095900g,192,160,193,160
gene:PHAVU_001G096000g,75,28,75,28
gene:PHAVU_001G096100g,1745,2422,1750,2431
gene:PHAVU_001G096200g,72,96,77,98
gene:PHAVU_001G096300g,715,1623,729,1643
gene:PHAVU_001G096400g,525,326,528,326
gene:PHAVU_001G096500g,0,0,0,0
gene:PHAVU_001G096600g,527,514,537,529
gene:PHAVU_001G096700g,0,0,6,5
gene:PHAVU_001G0968001g,0,0,0,0
gene:PHAVU_001G0968000g,9,10,21,16
gene:PHAVU_001G096900g,1088,1821,1091,1834
gene:PHAVU_001G097000g,2046,3305,2168,3504
gene:PHAVU_001G097100g,642,764,645,773
gene:PHAVU_001G097200g,0,0,0,0
gene:PHAVU_001G097300g,0,0,0,0
gene:PHAVU_001G097400g,0,1,0,1
gene:PHAVU_001G097500g,0,0,0,0
gene:PHAVU_001G0976001g,653,362,667,372
gene:PHAVU_001G0976000g,306,139,307,139
gene:PHAVU_001G097700g,77,69,152,104
gene:PHAVU_001G097800g,1520,2250,1562,2318
gene:PHAVU_001G097900g,16,11,16,11
gene:PHAVU_001G098000g,851,1082,871,1115
gene:PHAVU_001G098100g,30,9,161,22
gene:PHAVU_001G098200g,714,4056,771,4481
gene:PHAVU_001G098300g,115,1246,172,1656
gene:PHAVU_001G098400g,54,0,60,0
gene:PHAVU_001G098500g,209,321,209,322
gene:PHAVU_001G098600g,109,805,111,853
gene:PHAVU_001G098700g,249,257,250,257
gene:PHAVU_001G0988001g,0,0,0,1
gene:PHAVU_001G0988000g,0,0,0,0
gene:PHAVU_001G098900g,0,0,0,0
gene:PHAVU_001G099000g,94,152,102,159
gene:PHAVU_001G099100g,83,119,85,119
gene:PHAVU_001G099200g,1172,782,1179,785
gene:PHAVU_001G099300g,177,141,177,141
gene:PHAVU_001G099400g,15,9,15,9
gene:PHAVU_001G099500g,26,35,26,37
gene:PHAVU_001G099600g,1351,474,1352,477
gene:PHAVU_001G099700g,9,57,10,57
gene:PHAVU_001G0998001g,296,494,296,507
gene:PHAVU_001G0998000g,64,120,62,112
gene:PHAVU_001G099900g,333,2176,556,3658
gene:PHAVU_001G100000g,0,0,0,0
gene:PHAVU_001G100100g,103,1133,327,2611
gene:PHAVU_001G100200g,7059,2334,7204,2376
gene:PHAVU_001G100300g,0,0,0,0
gene:PHAVU_001G100400g,1818,2611,1829,2625
gene:PHAVU_001G100500g,7652,5124,7673,5140
gene:PHAVU_001G100600g,0,0,4,3
gene:PHAVU_001G100700g,333,256,375,291
gene:PHAVU_001G100800g,1,3,1,3
gene:PHAVU_001G100900g,5993,4562,6261,4739
gene:PHAVU_001G101000g,119,90,122,90
gene:PHAVU_001G101100g,335,334,337,335
gene:PHAVU_001G101200g,971,959,986,978
gene:PHAVU_001G101300g,102,152,125,171
gene:PHAVU_001G101400g,47,568,47,568
gene:PHAVU_001G101500g,158,27,159,27
gene:PHAVU_001G101600g,0,0,0,1
gene:PHAVU_001G101700g,516,189,522,189
gene:PHAVU_001G101800g,1046,1470,1060,1478
gene:PHAVU_001G101900g,586,1,588,1
gene:PHAVU_001G102000g,0,0,0,0
gene:PHAVU_001G102100g,424,316,431,322
gene:PHAVU_001G102200g,530,459,530,460
gene:PHAVU_001G102300g,328,2280,332,2296
gene:PHAVU_001G102400g,1,0,5,3
gene:PHAVU_001G102500g,0,0,0,0
gene:PHAVU_001G102600g,684,470,709,480
gene:PHAVU_001G102700g,610,962,614,966
gene:PHAVU_001G102800g,0,0,0,0
gene:PHAVU_001G102900g,351,314,357,322
gene:PHAVU_001G103000g,707,519,726,534
gene:PHAVU_001G103100g,1246,851,1252,854
gene:PHAVU_001G103200g,212,846,234,946
gene:PHAVU_001G103300g,0,25,4,38
gene:PHAVU_001G103400g,2073,1402,2146,1456
gene:PHAVU_001G103500g,3,2,17,172
gene:PHAVU_001G1036001g,71,342,496,1922
gene:PHAVU_001G1036000g,6,30,227,770
gene:PHAVU_001G103700g,0,0,0,0
gene:PHAVU_001G103800g,5,86,18,252
gene:PHAVU_001G103900g,0,0,28,36
gene:PHAVU_001G104000g,4,22,18,238
gene:PHAVU_001G104100g,0,0,1,3
gene:PHAVU_001G104200g,0,0,0,0
gene:PHAVU_001G104300g,0,0,0,0
gene:PHAVU_001G104400g,0,0,0,0
gene:PHAVU_001G104500g,1206,1102,1209,1103
gene:PHAVU_001G104600g,392,285,402,294
gene:PHAVU_001G104700g,17,10,17,10
gene:PHAVU_001G104800g,1167,1060,1170,1074
gene:PHAVU_001G104900g,0,0,0,0
gene:PHAVU_001G105000g,0,0,0,0
gene:PHAVU_001G1051001g,81,70,81,71
gene:PHAVU_001G1051000g,18,14,18,14
gene:PHAVU_001G105200g,74,51,74,51
gene:PHAVU_001G105300g,9,3,9,3
gene:PHAVU_001G105400g,22,16,22,16
gene:PHAVU_001G105500g,145,342,145,342
gene:PHAVU_001G105600g,206,267,206,267
gene:PHAVU_001G105700g,26,160,28,160
gene:PHAVU_001G105800g,16,94,16,94
gene:PHAVU_001G105900g,60,45,132,81
gene:PHAVU_001G106000g,28,69,28,69
gene:PHAVU_001G106100g,0,4,7,6
gene:PHAVU_001G106200g,105,726,106,734
gene:PHAVU_001G106300g,1124,560,1129,565
gene:PHAVU_001G106400g,165,248,165,248
gene:PHAVU_001G106500g,16,1,16,1
gene:PHAVU_001G106600g,2803,10383,2809,10398
gene:PHAVU_001G106700g,2,16,14,16
gene:PHAVU_001G106800g,140,36,142,36
gene:PHAVU_001G106900g,26,10,26,10
gene:PHAVU_001G107000g,396,381,486,491
gene:PHAVU_001G107100g,388,686,395,688
gene:PHAVU_001G107200g,0,2,0,2
gene:PHAVU_001G107300g,1892,6861,1905,6904
gene:PHAVU_001G107400g,2,12,8,21
gene:PHAVU_001G1075001g,86,44,86,46
gene:PHAVU_001G1075000g,12,4,12,4
gene:PHAVU_001G107600g,17,3,17,3
gene:PHAVU_001G107700g,189,112,190,112
gene:PHAVU_001G107800g,531,505,533,507
gene:PHAVU_001G107900g,81,182,83,190
gene:PHAVU_001G108000g,596,341,599,342
gene:PHAVU_001G108100g,0,0,27,50
gene:PHAVU_001G108200g,1091,131,1117,135
gene:PHAVU_001G108300g,45,170,477,1741
gene:PHAVU_001G108400g,0,5,15,227
gene:PHAVU_001G108500g,18,40,18,40
gene:PHAVU_001G108600g,1106,728,1114,733
gene:PHAVU_001G108700g,77,162,77,164
gene:PHAVU_001G108800g,522,974,524,984
gene:PHAVU_001G108900g,254,177,261,199
gene:PHAVU_001G109000g,1,3,1,3
gene:PHAVU_001G109100g,667,95,669,97
gene:PHAVU_001G109200g,304,762,476,1082
gene:PHAVU_001G109300g,1119,960,1123,967
gene:PHAVU_001G109400g,414,148,423,152
gene:PHAVU_001G109500g,7,113,9,124
gene:PHAVU_001G109600g,114,158,114,165
gene:PHAVU_001G109700g,642,404,643,404
gene:PHAVU_001G109800g,0,0,0,0
gene:PHAVU_001G109900g,554,551,559,552
gene:PHAVU_001G110000g,16,51,16,51
gene:PHAVU_001G110100g,77,0,78,0
gene:PHAVU_001G110200g,2135,731,2164,738
gene:PHAVU_001G110300g,3663,3674,3684,3701
gene:PHAVU_001G110400g,905,1767,973,1917
gene:PHAVU_001G110500g,739,3432,767,3605
gene:PHAVU_001G110600g,0,0,0,2
gene:PHAVU_001G110700g,31,79,31,79
gene:PHAVU_001G110800g,360,204,360,204
gene:PHAVU_001G110900g,0,0,0,0
gene:PHAVU_001G111000g,391,91,393,91
gene:PHAVU_001G111100g,262,134,264,134
gene:PHAVU_001G111200g,1440,405,1446,405
gene:PHAVU_001G111300g,3393,1389,3470,1421
gene:PHAVU_001G111400g,470,2620,473,2622
gene:PHAVU_001G111500g,288,328,293,331
gene:PHAVU_001G1116001g,90,18,90,18
gene:PHAVU_001G1116000g,57,9,59,8
gene:PHAVU_001G111700g,694,559,712,568
gene:PHAVU_001G111800g,119,34,121,40
gene:PHAVU_001G111900g,2156,1565,2171,1580
gene:PHAVU_001G112000g,0,2,1,9
gene:PHAVU_001G112100g,21241,57629,21654,59058
gene:PHAVU_001G112200g,204,503,375,812
