,Groupe,Nombre de gènes (nbG),nbG Lupinus A.,nbG Medicago T.,nbG Phaseolus V.,nbG Glycine M.,Lotus J.,,somme(D:H)
OG0000506,OG0000506,27,0,5,5,13,4,,27
OG0000507,OG0000507,27,7,7,5,3,5,,27
OG0000508,OG0000508,27,0,8,9,4,6,,27
OG0000509,OG0000509,27,0,9,4,8,6,,27
OG0000510,OG0000510,27,1,17,1,2,6,,27
OG0000511,OG0000511,27,0,11,5,6,5,,27
OG0000512,OG0000512,27,0,4,10,9,4,,27
OG0000513,OG0000513,27,1,6,3,13,4,,27
OG0000514,OG0000514,27,2,8,1,15,1,,27
OG0000515,OG0000515,27,4,2,6,13,2,,27
OG0000516,OG0000516,27,0,24,0,0,3,,27
OG0000517,OG0000517,26,2,2,3,17,2,,26
OG0000518,OG0000518,26,1,7,9,5,4,,26
OG0000519,OG0000519,26,3,2,2,16,3,,26
OG0000520,OG0000520,26,0,8,3,11,4,,26
OG0000521,OG0000521,26,1,1,14,10,0,,26
OG0000522,OG0000522,26,3,4,4,10,5,,26
OG0000523,OG0000523,26,0,1,11,10,4,,26
OG0000524,OG0000524,26,2,8,9,5,2,,26
OG0000525,OG0000525,26,1,1,3,16,5,,26
OG0000526,OG0000526,26,0,19,2,3,2,,26
OG0000527,OG0000527,26,4,3,5,12,2,,26
OG0000528,OG0000528,26,0,10,6,3,7,,26
OG0000529,OG0000529,26,2,7,6,8,3,,26
OG0000530,OG0000530,26,2,5,5,8,6,,26
OG0000531,OG0000531,26,1,5,2,14,4,,26
OG0000532,OG0000532,26,1,6,4,11,4,,26
OG0000533,OG0000533,26,1,12,1,8,4,,26
OG0000534,OG0000534,26,0,7,2,13,4,,26
OG0000535,OG0000535,26,2,6,6,8,4,,26
OG0000536,OG0000536,26,4,8,7,4,3,,26
OG0000537,OG0000537,26,3,13,4,5,1,,26
OG0000538,OG0000538,26,0,2,7,14,3,,26
OG0000539,OG0000539,26,2,4,4,11,5,,26
OG0000540,OG0000540,26,1,11,4,3,7,,26
OG0000541,OG0000541,26,4,5,4,9,4,,26
OG0000542,OG0000542,26,0,23,0,3,0,,26
OG0000543,OG0000543,26,1,5,6,10,4,,26
OG0000544,OG0000544,26,0,25,0,1,0,,26
OG0000545,OG0000545,26,2,5,2,15,2,,26
OG0000546,OG0000546,26,2,7,6,6,5,,26
OG0000547,OG0000547,26,0,3,4,12,7,,26
OG0000548,OG0000548,26,1,6,6,5,8,,26
OG0000549,OG0000549,26,0,22,0,2,2,,26
OG0000550,OG0000550,26,2,11,2,5,6,,26
OG0000551,OG0000551,26,3,10,3,8,2,,26
OG0000552,OG0000552,26,4,9,3,7,3,,26
OG0000553,OG0000553,26,0,6,7,6,7,,26
OG0000554,OG0000554,26,2,4,8,5,7,,26
OG0000555,OG0000555,26,0,4,0,1,21,,26
OG0000556,OG0000556,26,2,7,4,12,1,,26
OG0000557,OG0000557,26,1,1,2,21,1,,26
OG0000558,OG0000558,26,1,9,4,9,3,,26
OG0000559,OG0000559,26,1,7,4,8,6,,26
OG0000560,OG0000560,26,0,1,1,22,2,,26
OG0000561,OG0000561,26,4,4,6,8,4,,26
OG0000562,OG0000562,26,3,5,5,8,5,,26
OG0000563,OG0000563,26,3,6,4,9,4,,26
OG0000564,OG0000564,26,0,14,1,3,8,,26
OG0000565,OG0000565,26,1,1,6,16,2,,26
OG0000566,OG0000566,26,1,7,8,6,4,,26
OG0000567,OG0000567,26,2,6,1,4,13,,26
OG0000568,OG0000568,26,0,1,1,0,24,,26
OG0000569,OG0000569,26,0,24,1,0,1,,26
OG0000570,OG0000570,26,0,22,0,0,4,,26
OG0000571,OG0000571,26,0,25,0,0,1,,26
OG0000572,OG0000572,25,1,7,3,12,2,,25
OG0000573,OG0000573,25,0,0,13,12,0,,25
OG0000574,OG0000574,25,0,5,6,5,9,,25
OG0000575,OG0000575,25,2,8,3,4,8,,25
OG0000576,OG0000576,25,3,7,3,8,4,,25
OG0000577,OG0000577,25,2,7,5,7,4,,25
OG0000578,OG0000578,25,0,6,3,10,6,,25
OG0000579,OG0000579,25,3,1,2,16,3,,25
OG0000580,OG0000580,25,2,4,5,10,4,,25
OG0000581,OG0000581,25,0,5,4,13,3,,25
OG0000582,OG0000582,25,5,5,5,7,3,,25
OG0000583,OG0000583,25,2,1,1,17,4,,25
OG0000584,OG0000584,25,2,12,3,4,4,,25
OG0000585,OG0000585,25,2,13,3,3,4,,25
OG0000586,OG0000586,25,2,2,2,16,3,,25
OG0000587,OG0000587,25,3,5,4,9,4,,25
OG0000588,OG0000588,25,3,4,4,10,4,,25
OG0000589,OG0000589,25,2,10,4,5,4,,25
OG0000590,OG0000590,25,2,2,3,17,1,,25
OG0000591,OG0000591,25,3,6,4,9,3,,25
OG0000592,OG0000592,25,3,3,3,11,5,,25
OG0000593,OG0000593,25,2,1,4,15,3,,25
OG0000594,OG0000594,25,1,3,5,13,3,,25
OG0000595,OG0000595,25,3,4,3,12,3,,25
OG0000596,OG0000596,25,1,4,6,11,3,,25
OG0000597,OG0000597,25,1,4,3,16,1,,25
OG0000598,OG0000598,25,3,7,2,9,4,,25
OG0000599,OG0000599,25,3,5,4,10,3,,25
OG0000600,OG0000600,25,1,14,2,5,3,,25
OG0000601,OG0000601,25,0,14,1,4,6,,25
OG0000602,OG0000602,25,1,6,3,12,3,,25
OG0000603,OG0000603,25,1,6,7,6,5,,25
OG0000604,OG0000604,25,3,4,6,8,4,,25
OG0000605,OG0000605,25,5,4,4,6,6,,25
OG0000606,OG0000606,25,2,3,5,8,7,,25
OG0000607,OG0000607,25,1,6,6,10,2,,25
OG0000608,OG0000608,25,0,12,8,3,2,,25
OG0000609,OG0000609,25,1,3,1,12,8,,25
OG0000610,OG0000610,25,4,6,5,8,2,,25
OG0000611,OG0000611,25,2,7,3,9,4,,25
OG0000612,OG0000612,25,0,4,2,16,3,,25
OG0000613,OG0000613,25,0,18,0,2,5,,25
OG0000614,OG0000614,25,0,24,0,1,0,,25
OG0000615,OG0000615,25,1,4,1,17,2,,25
OG0000616,OG0000616,25,1,8,5,7,4,,25
OG0000617,OG0000617,25,2,3,2,16,2,,25
OG0000618,OG0000618,25,0,7,3,9,6,,25
OG0000619,OG0000619,25,2,2,9,2,10,,25
OG0000620,OG0000620,25,4,5,3,7,6,,25
OG0000621,OG0000621,25,3,3,2,5,12,,25
OG0000622,OG0000622,25,2,7,1,10,5,,25
OG0000623,OG0000623,25,1,2,3,12,7,,25
OG0000624,OG0000624,25,0,6,6,7,6,,25
OG0000625,OG0000625,25,1,10,3,5,6,,25
OG0000626,OG0000626,25,4,4,7,6,4,,25
OG0000627,OG0000627,25,0,24,0,1,0,,25
OG0000628,OG0000628,25,0,5,1,3,16,,25
OG0000629,OG0000629,25,0,1,2,19,3,,25
OG0000630,OG0000630,25,2,8,2,12,1,,25
OG0000631,OG0000631,25,0,10,4,5,6,,25
OG0000632,OG0000632,25,1,2,7,11,4,,25
OG0000633,OG0000633,25,3,6,6,3,7,,25
OG0000634,OG0000634,25,1,8,4,6,6,,25
OG0000635,OG0000635,25,0,2,17,0,6,,25
OG0000636,OG0000636,25,0,23,0,0,2,,25
OG0000637,OG0000637,24,1,5,4,10,4,,24
OG0000638,OG0000638,24,1,3,3,14,3,,24
OG0000639,OG0000639,24,2,4,4,7,7,,24
OG0000640,OG0000640,24,3,6,6,7,2,,24
OG0000641,OG0000641,24,2,2,3,11,6,,24
OG0000642,OG0000642,24,1,6,4,7,6,,24
OG0000643,OG0000643,24,4,9,3,5,3,,24
OG0000644,OG0000644,24,2,2,5,10,5,,24
OG0000645,OG0000645,24,2,4,4,9,5,,24
OG0000646,OG0000646,24,4,4,4,6,6,,24
OG0000647,OG0000647,24,2,7,5,6,4,,24
OG0000648,OG0000648,24,1,5,3,6,9,,24
OG0000649,OG0000649,24,2,6,5,4,7,,24
OG0000650,OG0000650,24,1,6,5,7,5,,24
OG0000651,OG0000651,24,1,5,4,10,4,,24
OG0000652,OG0000652,24,1,4,3,11,5,,24
OG0000653,OG0000653,24,4,2,3,10,5,,24
OG0000654,OG0000654,24,0,2,7,11,4,,24
OG0000655,OG0000655,24,0,0,13,8,3,,24
OG0000656,OG0000656,24,1,4,1,15,3,,24
OG0000657,OG0000657,24,4,5,4,6,5,,24
OG0000658,OG0000658,24,1,2,2,16,3,,24
OG0000659,OG0000659,24,1,5,5,9,4,,24
OG0000660,OG0000660,24,2,2,2,14,4,,24
OG0000661,OG0000661,24,0,12,4,4,4,,24
OG0000662,OG0000662,24,1,14,3,2,4,,24
OG0000663,OG0000663,24,2,6,5,6,5,,24
OG0000664,OG0000664,24,2,11,3,7,1,,24
OG0000665,OG0000665,24,1,5,5,10,3,,24
OG0000666,OG0000666,24,1,6,4,10,3,,24
OG0000667,OG0000667,24,3,6,4,7,4,,24
OG0000668,OG0000668,24,0,4,6,10,4,,24
OG0000669,OG0000669,24,2,5,5,8,4,,24
OG0000670,OG0000670,24,2,4,4,10,4,,24
OG0000671,OG0000671,24,1,7,4,9,3,,24
OG0000672,OG0000672,24,3,5,3,8,5,,24
OG0000673,OG0000673,24,2,5,2,14,1,,24
OG0000674,OG0000674,24,0,4,3,12,5,,24
OG0000675,OG0000675,24,1,11,1,9,2,,24
OG0000676,OG0000676,24,1,3,3,15,2,,24
OG0000677,OG0000677,24,2,14,4,3,1,,24
OG0000678,OG0000678,24,1,4,5,10,4,,24
OG0000679,OG0000679,24,2,5,5,8,4,,24
OG0000680,OG0000680,24,3,5,4,6,6,,24
OG0000681,OG0000681,24,1,19,0,3,1,,24
OG0000682,OG0000682,24,0,7,2,12,3,,24
OG0000683,OG0000683,24,3,8,3,6,4,,24
OG0000684,OG0000684,24,3,6,3,5,7,,24
OG0000685,OG0000685,24,4,3,4,9,4,,24
OG0000686,OG0000686,24,3,4,4,9,4,,24
OG0000687,OG0000687,24,3,2,6,9,4,,24
OG0000688,OG0000688,24,1,9,4,5,5,,24
OG0000689,OG0000689,24,1,6,4,9,4,,24
OG0000690,OG0000690,24,1,4,8,8,3,,24
OG0000691,OG0000691,24,1,3,6,10,4,,24
OG0000692,OG0000692,24,3,3,2,13,3,,24
OG0000693,OG0000693,24,1,4,2,15,2,,24
OG0000694,OG0000694,24,0,3,2,11,8,,24
OG0000695,OG0000695,24,1,3,4,13,3,,24
OG0000696,OG0000696,24,1,3,0,18,2,,24
OG0000697,OG0000697,24,6,3,4,7,4,,24
OG0000698,OG0000698,24,1,3,2,13,5,,24
OG0000699,OG0000699,24,0,4,1,14,5,,24
OG0000700,OG0000700,24,3,5,5,7,4,,24
OG0000701,OG0000701,24,1,4,5,11,3,,24
OG0000702,OG0000702,24,4,5,4,7,4,,24
OG0000703,OG0000703,24,2,11,5,1,5,,24
OG0000704,OG0000704,24,0,14,2,1,7,,24
OG0000705,OG0000705,24,0,2,2,18,2,,24
OG0000706,OG0000706,24,2,3,2,11,6,,24
OG0000707,OG0000707,24,7,5,3,4,5,,24
OG0000708,OG0000708,24,0,7,1,6,10,,24
OG0000709,OG0000709,24,2,8,5,7,2,,24
OG0000710,OG0000710,24,0,5,9,7,3,,24
OG0000711,OG0000711,24,0,2,1,18,3,,24
OG0000712,OG0000712,24,1,0,0,0,23,,24
OG0000713,OG0000713,24,0,21,0,0,3,,24
OG0000714,OG0000714,24,1,16,0,0,7,,24
OG0000715,OG0000715,23,1,5,1,15,1,,23
OG0000716,OG0000716,23,0,11,2,8,2,,23
OG0000717,OG0000717,23,0,9,4,7,3,,23
OG0000718,OG0000718,23,0,3,4,12,4,,23
OG0000719,OG0000719,23,1,7,4,7,4,,23
OG0000720,OG0000720,23,2,4,3,13,1,,23
OG0000721,OG0000721,23,1,3,4,11,4,,23
OG0000722,OG0000722,23,4,2,2,11,4,,23
OG0000723,OG0000723,23,2,4,4,11,2,,23
OG0000724,OG0000724,23,3,5,3,9,3,,23
OG0000725,OG0000725,23,2,2,5,11,3,,23
OG0000726,OG0000726,23,4,5,3,6,5,,23
OG0000727,OG0000727,23,3,4,2,9,5,,23
OG0000728,OG0000728,23,0,12,1,9,1,,23
OG0000729,OG0000729,23,2,4,5,10,2,,23
OG0000730,OG0000730,23,3,3,3,12,2,,23
OG0000731,OG0000731,23,1,6,4,9,3,,23
OG0000732,OG0000732,23,3,0,6,10,4,,23
OG0000733,OG0000733,23,4,7,3,8,1,,23
OG0000734,OG0000734,23,3,6,3,8,3,,23
OG0000735,OG0000735,23,1,3,4,11,4,,23
OG0000736,OG0000736,23,0,9,7,4,3,,23
OG0000737,OG0000737,23,0,2,13,6,2,,23
OG0000738,OG0000738,23,2,4,3,11,3,,23
OG0000739,OG0000739,23,0,17,0,2,4,,23
OG0000740,OG0000740,23,2,11,2,6,2,,23
OG0000741,OG0000741,23,2,6,5,6,4,,23
OG0000742,OG0000742,23,2,9,2,7,3,,23
OG0000743,OG0000743,23,0,2,1,20,0,,23
OG0000744,OG0000744,23,0,3,3,14,3,,23
OG0000745,OG0000745,23,2,3,2,14,2,,23
OG0000746,OG0000746,23,1,5,3,10,4,,23
OG0000747,OG0000747,23,0,16,1,1,5,,23
OG0000748,OG0000748,23,3,8,4,3,5,,23
OG0000749,OG0000749,23,1,2,4,12,4,,23
OG0000750,OG0000750,23,1,7,5,7,3,,23
OG0000751,OG0000751,23,0,14,0,2,7,,23
OG0000752,OG0000752,23,3,4,5,7,4,,23
OG0000753,OG0000753,23,1,3,4,11,4,,23
OG0000754,OG0000754,23,2,6,5,6,4,,23
OG0000755,OG0000755,23,2,9,5,7,0,,23
OG0000756,OG0000756,23,0,4,4,13,2,,23
OG0000757,OG0000757,23,4,5,5,7,2,,23
OG0000758,OG0000758,23,0,5,3,12,3,,23
OG0000759,OG0000759,23,3,5,4,7,4,,23
OG0000760,OG0000760,23,2,2,3,11,5,,23
OG0000761,OG0000761,23,1,9,3,5,5,,23
OG0000762,OG0000762,23,0,21,0,1,1,,23
OG0000763,OG0000763,23,2,3,4,8,6,,23
OG0000764,OG0000764,23,1,4,6,9,3,,23
OG0000765,OG0000765,23,0,1,20,1,1,,23
OG0000766,OG0000766,23,2,5,5,7,4,,23
OG0000767,OG0000767,23,4,4,5,7,3,,23
OG0000768,OG0000768,23,2,6,3,6,6,,23
OG0000769,OG0000769,23,2,2,4,9,6,,23
OG0000770,OG0000770,23,1,7,1,10,4,,23
OG0000771,OG0000771,23,1,4,3,6,9,,23
OG0000772,OG0000772,23,1,7,3,9,3,,23
OG0000773,OG0000773,23,2,3,3,14,1,,23
OG0000774,OG0000774,23,1,3,3,10,6,,23
OG0000775,OG0000775,23,2,1,5,11,4,,23
OG0000776,OG0000776,23,2,4,3,7,7,,23
OG0000777,OG0000777,23,3,9,3,4,4,,23
OG0000778,OG0000778,23,3,3,6,10,1,,23
OG0000779,OG0000779,23,4,3,2,11,3,,23
OG0000780,OG0000780,23,0,9,3,5,6,,23
OG0000781,OG0000781,23,4,5,5,6,3,,23
OG0000782,OG0000782,23,0,14,0,3,6,,23
OG0000783,OG0000783,23,1,5,1,14,2,,23
OG0000784,OG0000784,23,0,6,8,5,4,,23
OG0000785,OG0000785,23,0,22,0,1,0,,23
OG0000786,OG0000786,23,0,2,2,17,2,,23
OG0000787,OG0000787,23,4,7,4,3,5,,23
OG0000788,OG0000788,23,0,0,0,23,0,,23
OG0000789,OG0000789,23,1,5,2,12,3,,23
OG0000790,OG0000790,23,1,20,0,2,0,,23
OG0000791,OG0000791,23,3,4,4,5,7,,23
OG0000792,OG0000792,23,0,8,0,0,15,,23
OG0000793,OG0000793,23,0,22,1,0,0,,23
OG0000794,OG0000794,22,2,3,5,9,3,,22
OG0000795,OG0000795,22,0,4,5,11,2,,22
OG0000796,OG0000796,22,2,6,8,6,0,,22
OG0000797,OG0000797,22,1,1,4,14,2,,22
OG0000798,OG0000798,22,2,7,3,4,6,,22
OG0000799,OG0000799,22,2,3,2,12,3,,22
OG0000800,OG0000800,22,2,2,6,11,1,,22
OG0000801,OG0000801,22,5,2,4,8,3,,22
OG0000802,OG0000802,22,3,5,3,8,3,,22
OG0000803,OG0000803,22,2,6,4,7,3,,22
OG0000804,OG0000804,22,2,3,5,7,5,,22
OG0000805,OG0000805,22,2,3,3,11,3,,22
OG0000806,OG0000806,22,2,3,2,13,2,,22
OG0000807,OG0000807,22,0,12,3,6,1,,22
OG0000808,OG0000808,22,3,3,5,5,6,,22
OG0000809,OG0000809,22,1,4,8,8,1,,22
OG0000810,OG0000810,22,0,2,9,11,0,,22
OG0000811,OG0000811,22,1,4,3,14,0,,22
OG0000812,OG0000812,22,1,6,5,9,1,,22
OG0000813,OG0000813,22,1,4,3,10,4,,22
OG0000814,OG0000814,22,3,5,4,6,4,,22
OG0000815,OG0000815,22,0,3,3,13,3,,22
OG0000816,OG0000816,22,2,3,4,4,9,,22
OG0000817,OG0000817,22,3,2,3,8,6,,22
OG0000818,OG0000818,22,2,8,2,4,6,,22
OG0000819,OG0000819,22,1,8,2,5,6,,22
OG0000820,OG0000820,22,5,4,4,6,3,,22
OG0000821,OG0000821,22,2,8,3,6,3,,22
OG0000822,OG0000822,22,2,2,4,7,7,,22
OG0000823,OG0000823,22,1,3,6,8,4,,22
OG0000824,OG0000824,22,0,9,0,9,4,,22
OG0000825,OG0000825,22,2,2,1,16,1,,22
OG0000826,OG0000826,22,1,4,2,12,3,,22
OG0000827,OG0000827,22,1,8,3,6,4,,22
OG0000828,OG0000828,22,2,1,2,16,1,,22
OG0000829,OG0000829,22,0,12,7,3,0,,22
OG0000830,OG0000830,22,2,5,3,7,5,,22
OG0000831,OG0000831,22,3,4,4,6,5,,22
OG0000832,OG0000832,22,0,5,5,5,7,,22
OG0000833,OG0000833,22,3,7,4,6,2,,22
OG0000834,OG0000834,22,1,9,1,8,3,,22
OG0000835,OG0000835,22,2,4,5,7,4,,22
OG0000836,OG0000836,22,2,4,4,9,3,,22
OG0000837,OG0000837,22,2,5,4,8,3,,22
OG0000838,OG0000838,22,2,5,2,9,4,,22
OG0000839,OG0000839,22,0,3,4,9,6,,22
OG0000840,OG0000840,22,2,4,5,6,5,,22
OG0000841,OG0000841,22,2,6,4,4,6,,22
OG0000842,OG0000842,22,0,11,0,5,6,,22
OG0000843,OG0000843,22,5,6,4,4,3,,22
OG0000844,OG0000844,22,3,5,5,4,5,,22
OG0000845,OG0000845,22,0,4,4,14,0,,22
OG0000846,OG0000846,22,0,3,2,15,2,,22
OG0000847,OG0000847,22,0,2,0,20,0,,22
OG0000848,OG0000848,22,3,2,4,11,2,,22
OG0000849,OG0000849,22,0,4,3,10,5,,22
OG0000850,OG0000850,22,3,1,2,14,2,,22
OG0000851,OG0000851,22,2,7,4,6,3,,22
OG0000852,OG0000852,22,3,2,5,11,1,,22
OG0000853,OG0000853,22,0,11,6,4,1,,22
OG0000854,OG0000854,22,3,4,3,8,4,,22
OG0000855,OG0000855,22,1,7,5,5,4,,22
OG0000856,OG0000856,22,4,6,4,6,2,,22
OG0000857,OG0000857,22,1,1,2,15,3,,22
OG0000858,OG0000858,22,0,9,5,3,5,,22
OG0000859,OG0000859,22,0,19,0,1,2,,22
OG0000860,OG0000860,22,0,2,2,18,0,,22
OG0000861,OG0000861,22,2,2,3,13,2,,22
OG0000862,OG0000862,22,2,6,2,9,3,,22
OG0000863,OG0000863,22,1,0,0,21,0,,22
OG0000864,OG0000864,22,1,3,2,8,8,,22
OG0000865,OG0000865,22,0,4,3,12,3,,22
OG0000866,OG0000866,22,2,4,3,10,3,,22
OG0000867,OG0000867,22,0,8,4,5,5,,22
OG0000868,OG0000868,22,1,3,3,12,3,,22
OG0000869,OG0000869,22,1,8,6,5,2,,22
OG0000870,OG0000870,22,1,3,2,13,3,,22
OG0000871,OG0000871,22,2,6,4,6,4,,22
OG0000872,OG0000872,22,0,10,3,9,0,,22
OG0000873,OG0000873,22,0,3,3,10,6,,22
OG0000874,OG0000874,22,0,7,6,3,6,,22
OG0000875,OG0000875,22,2,4,4,10,2,,22
OG0000876,OG0000876,22,2,3,3,11,3,,22
OG0000877,OG0000877,22,0,10,2,5,5,,22
OG0000878,OG0000878,22,13,3,2,2,2,,22
OG0000879,OG0000879,22,0,1,7,11,3,,22
OG0000880,OG0000880,22,1,4,5,11,1,,22
OG0000881,OG0000881,22,0,3,1,14,4,,22
OG0000882,OG0000882,22,3,3,2,13,1,,22
OG0000883,OG0000883,22,0,12,3,5,2,,22
OG0000884,OG0000884,22,4,3,2,9,4,,22
OG0000885,OG0000885,22,0,4,0,2,16,,22
OG0000886,OG0000886,22,1,6,7,3,5,,22
OG0000887,OG0000887,22,2,3,6,2,9,,22
OG0000888,OG0000888,22,1,8,3,5,5,,22
OG0000889,OG0000889,22,0,2,2,18,0,,22
OG0000890,OG0000890,22,2,13,0,1,6,,22
OG0000891,OG0000891,22,1,5,3,6,7,,22
OG0000892,OG0000892,22,0,0,0,1,21,,22
OG0000893,OG0000893,22,0,18,0,0,4,,22
OG0000894,OG0000894,22,0,12,0,0,10,,22
OG0000895,OG0000895,22,0,11,4,0,7,,22
OG0000896,OG0000896,22,0,19,0,0,3,,22
OG0000897,OG0000897,22,0,19,0,0,3,,22
OG0000898,OG0000898,22,0,22,0,0,0,,22
OG0000899,OG0000899,21,1,5,5,8,2,,21
OG0000900,OG0000900,21,0,3,2,13,3,,21
OG0000901,OG0000901,21,3,6,2,8,2,,21
OG0000902,OG0000902,21,1,2,3,11,4,,21
OG0000903,OG0000903,21,0,7,2,9,3,,21
OG0000904,OG0000904,21,1,1,6,10,3,,21
OG0000905,OG0000905,21,1,5,3,6,6,,21
OG0000906,OG0000906,21,1,2,5,7,6,,21
OG0000907,OG0000907,21,3,4,3,8,3,,21
OG0000908,OG0000908,21,0,3,2,6,10,,21
OG0000909,OG0000909,21,2,2,2,11,4,,21
OG0000910,OG0000910,21,4,3,5,7,2,,21
OG0000911,OG0000911,21,2,3,3,11,2,,21
OG0000912,OG0000912,21,1,0,0,20,0,,21
OG0000913,OG0000913,21,3,3,6,5,4,,21
OG0000914,OG0000914,21,2,4,3,7,5,,21
OG0000915,OG0000915,21,1,9,2,6,3,,21
OG0000916,OG0000916,21,3,4,3,8,3,,21
OG0000917,OG0000917,21,1,4,1,6,9,,21
OG0000918,OG0000918,21,2,4,5,5,5,,21
OG0000919,OG0000919,21,1,3,2,12,3,,21
OG0000920,OG0000920,21,2,3,2,10,4,,21
OG0000921,OG0000921,21,1,5,3,9,3,,21
OG0000922,OG0000922,21,0,3,2,4,12,,21
OG0000923,OG0000923,21,1,2,3,12,3,,21
OG0000924,OG0000924,21,1,2,10,3,5,,21
OG0000925,OG0000925,21,0,1,2,17,1,,21
OG0000926,OG0000926,21,1,3,2,13,2,,21
OG0000927,OG0000927,21,1,2,4,10,4,,21
OG0000928,OG0000928,21,2,5,5,6,3,,21
OG0000929,OG0000929,21,1,1,4,14,1,,21
OG0000930,OG0000930,21,1,7,2,8,3,,21
OG0000931,OG0000931,21,4,4,3,6,4,,21
OG0000932,OG0000932,21,2,7,2,9,1,,21
OG0000933,OG0000933,21,3,5,5,5,3,,21
OG0000934,OG0000934,21,3,5,5,5,3,,21
OG0000935,OG0000935,21,0,9,1,2,9,,21
OG0000936,OG0000936,21,0,7,6,5,3,,21
OG0000937,OG0000937,21,2,4,3,8,4,,21
OG0000938,OG0000938,21,3,6,2,5,5,,21
OG0000939,OG0000939,21,0,2,3,12,4,,21
OG0000940,OG0000940,21,2,2,3,11,3,,21
OG0000941,OG0000941,21,0,19,0,2,0,,21
OG0000942,OG0000942,21,1,9,3,4,4,,21
OG0000943,OG0000943,21,3,5,2,6,5,,21
OG0000944,OG0000944,21,3,4,3,5,6,,21
OG0000945,OG0000945,21,2,3,2,12,2,,21
OG0000946,OG0000946,21,1,4,5,8,3,,21
OG0000947,OG0000947,21,2,2,5,11,1,,21
OG0000948,OG0000948,21,2,1,5,10,3,,21
OG0000949,OG0000949,21,2,4,5,5,5,,21
OG0000950,OG0000950,21,4,3,3,6,5,,21
OG0000951,OG0000951,21,2,2,3,12,2,,21
OG0000952,OG0000952,21,0,7,3,4,7,,21
OG0000953,OG0000953,21,2,3,3,8,5,,21
OG0000954,OG0000954,21,4,4,2,8,3,,21
OG0000955,OG0000955,21,0,1,2,16,2,,21
OG0000956,OG0000956,21,0,7,2,9,3,,21
OG0000957,OG0000957,21,1,3,4,12,1,,21
OG0000958,OG0000958,21,1,9,3,5,3,,21
OG0000959,OG0000959,21,1,2,5,9,4,,21
OG0000960,OG0000960,21,3,5,5,6,2,,21
OG0000961,OG0000961,21,2,8,3,3,5,,21
OG0000962,OG0000962,21,0,2,1,16,2,,21
OG0000963,OG0000963,21,2,4,4,9,2,,21
OG0000964,OG0000964,21,2,3,2,8,6,,21
OG0000965,OG0000965,21,3,6,3,4,5,,21
OG0000966,OG0000966,21,1,4,7,5,4,,21
OG0000967,OG0000967,21,1,7,4,8,1,,21
OG0000968,OG0000968,21,0,2,1,16,2,,21
OG0000969,OG0000969,21,2,4,3,10,2,,21
OG0000970,OG0000970,21,1,4,3,10,3,,21
OG0000971,OG0000971,21,0,7,1,2,11,,21
OG0000972,OG0000972,21,1,7,3,7,3,,21
OG0000973,OG0000973,21,1,2,2,14,2,,21
OG0000974,OG0000974,21,2,4,4,8,3,,21
OG0000975,OG0000975,21,1,4,1,14,1,,21
OG0000976,OG0000976,21,2,2,2,13,2,,21
OG0000977,OG0000977,21,2,2,4,8,5,,21
OG0000978,OG0000978,21,1,5,3,8,4,,21
OG0000979,OG0000979,21,1,3,1,13,3,,21
OG0000980,OG0000980,21,2,3,5,7,4,,21
OG0000981,OG0000981,21,0,4,3,7,7,,21
OG0000982,OG0000982,21,0,3,1,13,4,,21
OG0000983,OG0000983,21,1,8,2,9,1,,21
OG0000984,OG0000984,21,1,2,3,13,2,,21
OG0000985,OG0000985,21,3,2,4,9,3,,21
OG0000986,OG0000986,21,1,4,6,6,4,,21
OG0000987,OG0000987,21,1,4,7,5,4,,21
OG0000988,OG0000988,21,4,3,3,7,4,,21
OG0000989,OG0000989,21,1,8,3,2,7,,21
OG0000990,OG0000990,21,3,7,2,7,2,,21
OG0000991,OG0000991,21,0,14,2,4,1,,21
OG0000992,OG0000992,21,5,6,1,2,7,,21
OG0000993,OG0000993,21,2,4,4,9,2,,21
OG0000994,OG0000994,21,0,5,5,11,0,,21
OG0000995,OG0000995,21,1,6,6,4,4,,21
OG0000996,OG0000996,21,0,17,0,1,3,,21
OG0000997,OG0000997,21,2,3,7,4,5,,21
OG0000998,OG0000998,21,0,1,0,0,20,,21
OG0000999,OG0000999,21,0,20,0,0,1,,21
OG0001000,OG0001000,21,1,12,0,0,8,,21
OG0001001,OG0001001,20,2,3,6,4,5,,20
OG0001002,OG0001002,20,2,4,2,8,4,,20
OG0001003,OG0001003,20,0,2,4,12,2,,20
OG0001004,OG0001004,20,0,3,3,9,5,,20
OG0001005,OG0001005,20,3,4,6,4,3,,20
OG0001006,OG0001006,20,1,3,3,10,3,,20
OG0001007,OG0001007,20,0,2,6,8,4,,20
OG0001008,OG0001008,20,1,1,4,13,1,,20
OG0001009,OG0001009,20,0,2,2,13,3,,20
OG0001010,OG0001010,20,1,1,3,11,4,,20
OG0001011,OG0001011,20,4,3,4,7,2,,20
OG0001012,OG0001012,20,4,3,3,7,3,,20
OG0001013,OG0001013,20,1,8,2,5,4,,20
OG0001014,OG0001014,20,2,3,4,6,5,,20
OG0001015,OG0001015,20,1,4,6,7,2,,20
OG0001016,OG0001016,20,0,1,2,13,4,,20
OG0001017,OG0001017,20,2,4,4,5,5,,20
OG0001018,OG0001018,20,4,3,2,8,3,,20
OG0001019,OG0001019,20,2,2,7,6,3,,20
OG0001020,OG0001020,20,2,3,2,11,2,,20
